ID,Sex,Age,Height,Weight,BMI,Level,Fitness Goal,Fitness Type,,,,
8090,Male,54,1.69,89,31.16,Obuse,Weight Loss,Cardio Fitness,,,,
8094,Female,54,1.69,89,31.16,Obuse,Weight Loss,Cardio Fitness,,,,
8098,Male,55,1.74,52,17.18,Underweight,Weight Gain,Muscular Fitness,,,,
8102,Female,55,1.74,52,17.18,Underweight,Weight Gain,Muscular Fitness,,,,
8106,Male,55,1.74,65,21.47,Normal,Weight Gain,Muscular Fitness,,,,
8110,Female,55,1.74,65,21.47,Normal,Weight Gain,Muscular Fitness,,,,
8114,Male,55,1.74,82,27.08,Overweight,Weight Loss,Cardio Fitness,,,,
8118,Female,55,1.74,82,27.08,Overweight,Weight Loss,Cardio Fitness,,,,
8122,Male,55,1.74,95,31.38,Obuse,Weight Loss,Cardio Fitness,,,,
8126,Female,55,1.74,95,31.38,Obuse,Weight Loss,Cardio Fitness,,,,
8130,Male,56,1.79,51,15.92,Underweight,Weight Gain,Muscular Fitness,,,,
8134,Female,56,1.79,51,15.92,Underweight,Weight Gain,Muscular Fitness,,,,
8138,Male,56,1.79,65,20.29,Normal,Weight Gain,Muscular Fitness,,,,
8142,Female,56,1.79,65,20.29,Normal,Weight Gain,Muscular Fitness,,,,
8146,Male,56,1.79,82,25.59,Overweight,Weight Loss,Cardio Fitness,,,,
8150,Female,56,1.79,82,25.59,Overweight,Weight Loss,Cardio Fitness,,,,
8154,Male,56,1.79,98,30.59,Obuse,Weight Loss,Cardio Fitness,,,,
8158,Female,56,1.79,98,30.59,Obuse,Weight Loss,Cardio Fitness,,,,
8194,Male,58,1.78,47.5,14.99,Underweight,Weight Gain,Muscular Fitness,,,,
8198,Female,58,1.78,47.5,14.99,Underweight,Weight Gain,Muscular Fitness,,,,
8202,Male,58,1.78,65,20.52,Normal,Weight Gain,Muscular Fitness,,,,
8206,Female,58,1.78,65,20.52,Normal,Weight Gain,Muscular Fitness,,,,
8210,Male,58,1.78,79,24.93,Overweight,Weight Loss,Cardio Fitness,,,,
8214,Female,58,1.78,79,24.93,Overweight,Weight Loss,Cardio Fitness,,,,
8218,Male,58,1.78,95,29.98,Obuse,Weight Loss,Cardio Fitness,,,,
8222,Female,58,1.78,95,29.98,Obuse,Weight Loss,Cardio Fitness,,,,
8226,Male,59,1.68,45,15.94,Underweight,Weight Gain,Muscular Fitness,,,,
8230,Female,59,1.68,45,15.94,Underweight,Weight Gain,Muscular Fitness,,,,
8258,Male,60,1.88,53,15,Underweight,Weight Gain,Muscular Fitness,,,,
8262,Female,60,1.88,53,15,Underweight,Weight Gain,Muscular Fitness,,,,
8266,Male,60,1.88,69,19.52,Normal,Weight Gain,Muscular Fitness,,,,
8270,Female,60,1.88,69,19.52,Normal,Weight Gain,Muscular Fitness,,,,
8274,Male,60,1.88,92,26.03,Overweight,Weight Loss,Cardio Fitness,,,,
8278,Female,60,1.88,92,26.03,Overweight,Weight Loss,Cardio Fitness,,,,
8282,Male,60,1.88,108,30.56,Obuse,Weight Loss,Cardio Fitness,,,,
8286,Female,60,1.88,108,30.56,Obuse,Weight Loss,Cardio Fitness,,,,
8290,Male,61,1.66,49,17.78,Underweight,Weight Gain,Muscular Fitness,,,,
8294,Female,61,1.66,49,17.78,Underweight,Weight Gain,Muscular Fitness,,,,
8298,Male,61,1.66,55,19.96,Normal,Weight Gain,Muscular Fitness,,,,
8302,Female,61,1.66,55,19.96,Normal,Weight Gain,Muscular Fitness,,,,
8306,Male,61,1.66,72,26.13,Overweight,Weight Loss,Cardio Fitness,,,,
8310,Female,61,1.66,72,26.13,Overweight,Weight Loss,Cardio Fitness,,,,
8314,Male,61,1.66,85,30.85,Obuse,Weight Loss,Cardio Fitness,,,,
8318,Female,61,1.66,85,30.85,Obuse,Weight Loss,Cardio Fitness,,,,
8321,Male,62,1.88,54,15.28,Underweight,Weight Gain,Muscular Fitness,,,,
8325,Female,62,1.88,54,15.28,Underweight,Weight Gain,Muscular Fitness,,,,
8329,Male,62,1.88,75,21.22,Normal,Weight Gain,Muscular Fitness,,,,
8333,Female,62,1.88,75,21.22,Normal,Weight Gain,Muscular Fitness,,,,
8337,Male,62,1.88,92,26.03,Overweight,Weight Loss,Cardio Fitness,,,,
8341,Female,62,1.88,92,26.03,Overweight,Weight Loss,Cardio Fitness,,,,
8345,Male,62,1.88,107,30.27,Obuse,Weight Loss,Cardio Fitness,,,,
8349,Female,62,1.88,107,30.27,Obuse,Weight Loss,Cardio Fitness,,,,
8353,Male,18,1.5,37,16.44,Underweight,Weight Gain,Muscular Fitness,,,,
8357,Female,18,1.5,37,16.44,Underweight,Weight Gain,Muscular Fitness,,,,
8361,Male,18,1.5,56,24.89,Normal,Weight Gain,Muscular Fitness,,,,
8365,Female,18,1.5,56,24.89,Normal,Weight Gain,Muscular Fitness,,,,
8369,Male,18,1.5,65,28.89,Overweight,Weight Loss,Cardio Fitness,,,,
8373,Female,18,1.5,65,28.89,Overweight,Weight Loss,Cardio Fitness,,,,
8377,Male,18,1.5,89,39.56,Obuse,Weight Loss,Cardio Fitness,,,,
8381,Female,18,1.5,89,39.56,Obuse,Weight Loss,Cardio Fitness,,,,
8385,Male,19,1.56,39,16.03,Underweight,Weight Gain,Muscular Fitness,,,,
8389,Female,19,1.56,39,16.03,Underweight,Weight Gain,Muscular Fitness,,,,
8393,Male,19,1.56,54,22.19,Normal,Weight Gain,Muscular Fitness,,,,
8397,Female,19,1.56,54,22.19,Normal,Weight Gain,Muscular Fitness,,,,
8401,Male,19,1.56,63,25.89,Overweight,Weight Loss,Cardio Fitness,,,,
8405,Female,19,1.56,63,25.89,Overweight,Weight Loss,Cardio Fitness,,,,
8409,Male,19,1.56,86,35.34,Obuse,Weight Loss,Cardio Fitness,,,,
8413,Female,19,1.56,86,35.34,Obuse,Weight Loss,Cardio Fitness,,,,
8417,Male,20,1.57,43,17.44,Underweight,Weight Gain,Muscular Fitness,,,,
8421,Female,20,1.57,43,17.44,Underweight,Weight Gain,Muscular Fitness,,,,
8425,Male,20,1.57,52,21.1,Normal,Weight Gain,Muscular Fitness,,,,
8429,Female,20,1.57,52,21.1,Normal,Weight Gain,Muscular Fitness,,,,
8433,Male,20,1.57,67,27.18,Overweight,Weight Loss,Cardio Fitness,,,,
8437,Female,20,1.57,67,27.18,Overweight,Weight Loss,Cardio Fitness,,,,
8441,Male,20,1.57,85,34.48,Obuse,Weight Loss,Cardio Fitness,,,,
8445,Female,20,1.57,85,34.48,Obuse,Weight Loss,Cardio Fitness,,,,
8449,Male,21,1.58,41,16.42,Underweight,Weight Gain,Muscular Fitness,,,,
8453,Female,21,1.58,41,16.42,Underweight,Weight Gain,Muscular Fitness,,,,
8457,Male,21,1.58,52,20.83,Normal,Weight Gain,Muscular Fitness,,,,
8461,Female,21,1.58,52,20.83,Normal,Weight Gain,Muscular Fitness,,,,
8465,Male,21,1.58,69,27.64,Overweight,Weight Loss,Cardio Fitness,,,,
8469,Female,21,1.58,69,27.64,Overweight,Weight Loss,Cardio Fitness,,,,
8473,Male,21,1.58,86,34.45,Obuse,Weight Loss,Cardio Fitness,,,,
8477,Female,21,1.58,86,34.45,Obuse,Weight Loss,Cardio Fitness,,,,
8481,Male,22,1.59,43,17.01,Underweight,Weight Gain,Muscular Fitness,,,,
8485,Female,22,1.59,43,17.01,Underweight,Weight Gain,Muscular Fitness,,,,
8489,Male,22,1.59,64,25.32,Overweight,Weight Loss,Cardio Fitness,,,,
8493,Female,22,1.59,64,25.32,Overweight,Weight Loss,Cardio Fitness,,,,
8497,Male,22,1.59,71,28.08,Overweight,Weight Loss,Cardio Fitness,,,,
8501,Female,22,1.59,71,28.08,Overweight,Weight Loss,Cardio Fitness,,,,
8505,Male,22,1.59,86,34.02,Obuse,Weight Loss,Cardio Fitness,,,,
8509,Female,22,1.59,86,34.02,Obuse,Weight Loss,Cardio Fitness,,,,
8513,Male,23,1.6,43,16.8,Underweight,Weight Gain,Muscular Fitness,,,,
8517,Female,23,1.6,43,16.8,Underweight,Weight Gain,Muscular Fitness,,,,
8521,Male,23,1.6,56,21.88,Normal,Weight Gain,Muscular Fitness,,,,
8525,Female,23,1.6,56,21.88,Normal,Weight Gain,Muscular Fitness,,,,
8529,Male,23,1.6,76,29.69,Overweight,Weight Loss,Cardio Fitness,,,,
8533,Female,23,1.6,76,29.69,Overweight,Weight Loss,Cardio Fitness,,,,
8537,Male,23,1.6,87,33.98,Obuse,Weight Loss,Cardio Fitness,,,,
8541,Female,23,1.6,87,33.98,Obuse,Weight Loss,Cardio Fitness,,,,
8545,Male,24,1.61,43,16.59,Underweight,Weight Gain,Muscular Fitness,,,,
8549,Female,24,1.61,43,16.59,Underweight,Weight Gain,Muscular Fitness,,,,
8553,Male,24,1.61,54,20.83,Normal,Weight Gain,Muscular Fitness,,,,
8557,Female,24,1.61,54,20.83,Normal,Weight Gain,Muscular Fitness,,,,
8561,Male,24,1.61,71,27.39,Overweight,Weight Loss,Cardio Fitness,,,,
8565,Female,24,1.61,71,27.39,Overweight,Weight Loss,Cardio Fitness,,,,
8569,Male,24,1.61,87,33.56,Obuse,Weight Loss,Cardio Fitness,,,,
8573,Female,24,1.61,87,33.56,Obuse,Weight Loss,Cardio Fitness,,,,
8577,Male,25,1.62,45,17.15,Underweight,Weight Gain,Muscular Fitness,,,,
8581,Female,25,1.62,45,17.15,Underweight,Weight Gain,Muscular Fitness,,,,
8585,Male,25,1.62,63.5,24.2,Normal,Weight Gain,Muscular Fitness,,,,
8589,Female,25,1.62,63.5,24.2,Normal,Weight Gain,Muscular Fitness,,,,
8593,Male,25,1.62,75,28.58,Overweight,Weight Loss,Cardio Fitness,,,,
8597,Female,25,1.62,75,28.58,Overweight,Weight Loss,Cardio Fitness,,,,
8601,Male,25,1.62,83,31.63,Obuse,Weight Loss,Cardio Fitness,,,,
8605,Female,25,1.62,83,31.63,Obuse,Weight Loss,Cardio Fitness,,,,
8609,Male,26,1.63,41,15.43,Underweight,Weight Gain,Muscular Fitness,,,,
8613,Female,26,1.63,41,15.43,Underweight,Weight Gain,Muscular Fitness,,,,
8617,Male,26,1.63,64,24.09,Normal,Weight Gain,Muscular Fitness,,,,
8621,Female,26,1.63,64,24.09,Normal,Weight Gain,Muscular Fitness,,,,
8625,Male,26,1.63,76,28.6,Overweight,Weight Loss,Cardio Fitness,,,,
8629,Female,26,1.63,76,28.6,Overweight,Weight Loss,Cardio Fitness,,,,
8633,Male,26,1.63,100,37.64,Obuse,Weight Loss,Cardio Fitness,,,,
8637,Female,26,1.63,100,37.64,Obuse,Weight Loss,Cardio Fitness,,,,
8641,Male,27,1.64,44.5,16.55,Underweight,Weight Gain,Muscular Fitness,,,,
8645,Female,27,1.64,44.5,16.55,Underweight,Weight Gain,Muscular Fitness,,,,
8649,Male,27,1.64,59,21.94,Normal,Weight Gain,Muscular Fitness,,,,
8653,Female,27,1.64,59,21.94,Normal,Weight Gain,Muscular Fitness,,,,
8657,Male,27,1.64,78.5,29.19,Overweight,Weight Loss,Cardio Fitness,,,,
8661,Female,27,1.64,78.5,29.19,Overweight,Weight Loss,Cardio Fitness,,,,
8665,Male,27,1.64,94.5,35.14,Obuse,Weight Loss,Cardio Fitness,,,,
8669,Female,27,1.64,94.5,35.14,Obuse,Weight Loss,Cardio Fitness,,,,
8673,Male,28,1.64,42,15.62,Underweight,Weight Gain,Muscular Fitness,,,,
8677,Female,28,1.64,42,15.62,Underweight,Weight Gain,Muscular Fitness,,,,
8681,Male,28,1.64,55,20.45,Normal,Weight Gain,Muscular Fitness,,,,
8685,Female,28,1.64,55,20.45,Normal,Weight Gain,Muscular Fitness,,,,
8689,Male,28,1.64,76,28.26,Overweight,Weight Loss,Cardio Fitness,,,,
8693,Female,28,1.64,76,28.26,Overweight,Weight Loss,Cardio Fitness,,,,
8697,Male,28,1.64,94,34.95,Obuse,Weight Loss,Cardio Fitness,,,,
8701,Female,28,1.64,94,34.95,Obuse,Weight Loss,Cardio Fitness,,,,
8705,Male,29,1.65,39,14.33,Underweight,Weight Gain,Muscular Fitness,,,,
8709,Female,29,1.65,39,14.33,Underweight,Weight Gain,Muscular Fitness,,,,
8713,Male,29,1.65,53,19.47,Normal,Weight Gain,Muscular Fitness,,,,
8717,Female,29,1.65,53,19.47,Normal,Weight Gain,Muscular Fitness,,,,
8721,Male,29,1.65,71,26.08,Overweight,Weight Loss,Cardio Fitness,,,,
8725,Female,29,1.65,71,26.08,Overweight,Weight Loss,Cardio Fitness,,,,
8729,Male,29,1.65,82,30.12,Obuse,Weight Loss,Cardio Fitness,,,,
8733,Female,29,1.65,82,30.12,Obuse,Weight Loss,Cardio Fitness,,,,
8737,Male,30,1.66,40,14.52,Underweight,Weight Gain,Muscular Fitness,,,,
8741,Female,30,1.66,40,14.52,Underweight,Weight Gain,Muscular Fitness,,,,
8745,Male,30,1.66,60.5,21.96,Normal,Weight Gain,Muscular Fitness,,,,
8749,Female,30,1.66,60.5,21.96,Normal,Weight Gain,Muscular Fitness,,,,
8753,Male,30,1.66,72.5,26.31,Overweight,Weight Loss,Cardio Fitness,,,,
8757,Female,30,1.66,72.5,26.31,Overweight,Weight Loss,Cardio Fitness,,,,
8761,Male,30,1.66,85,30.85,Obuse,Weight Loss,Cardio Fitness,,,,
8765,Female,30,1.66,85,30.85,Obuse,Weight Loss,Cardio Fitness,,,,
8769,Male,31,1.67,42.5,15.24,Underweight,Weight Gain,Muscular Fitness,,,,
8773,Female,31,1.67,42.5,15.24,Underweight,Weight Gain,Muscular Fitness,,,,
8777,Male,31,1.67,61.5,22.05,Normal,Weight Gain,Muscular Fitness,,,,
8781,Female,31,1.67,61.5,22.05,Normal,Weight Gain,Muscular Fitness,,,,
8785,Male,31,1.67,71,25.46,Overweight,Weight Loss,Cardio Fitness,,,,
8789,Female,31,1.67,71,25.46,Overweight,Weight Loss,Cardio Fitness,,,,
8793,Male,31,1.67,84,30.12,Obuse,Weight Loss,Cardio Fitness,,,,
8797,Female,31,1.67,84,30.12,Obuse,Weight Loss,Cardio Fitness,,,,
8801,Male,32,1.68,41,14.53,Underweight,Weight Gain,Muscular Fitness,,,,
8805,Female,32,1.68,41,14.53,Underweight,Weight Gain,Muscular Fitness,,,,
8809,Male,32,1.68,56,19.84,Normal,Weight Gain,Muscular Fitness,,,,
8813,Female,32,1.68,56,19.84,Normal,Weight Gain,Muscular Fitness,,,,
8817,Male,32,1.68,77,27.28,Overweight,Weight Loss,Cardio Fitness,,,,
8821,Female,32,1.68,77,27.28,Overweight,Weight Loss,Cardio Fitness,,,,
8825,Male,32,1.68,89,31.53,Obuse,Weight Loss,Cardio Fitness,,,,
8829,Female,32,1.68,89,31.53,Obuse,Weight Loss,Cardio Fitness,,,,
8833,Male,33,1.69,46,16.11,Underweight,Weight Gain,Muscular Fitness,,,,
8837,Female,33,1.69,46,16.11,Underweight,Weight Gain,Muscular Fitness,,,,
8841,Male,33,1.69,56,19.61,Normal,Weight Gain,Muscular Fitness,,,,
8845,Female,33,1.69,56,19.61,Normal,Weight Gain,Muscular Fitness,,,,
8849,Male,33,1.69,73,25.56,Overweight,Weight Loss,Cardio Fitness,,,,
8853,Female,33,1.69,73,25.56,Overweight,Weight Loss,Cardio Fitness,,,,
8857,Male,33,1.69,95,33.26,Obuse,Weight Loss,Cardio Fitness,,,,
8861,Female,33,1.69,95,33.26,Obuse,Weight Loss,Cardio Fitness,,,,
8865,Male,34,1.7,46,15.92,Underweight,Weight Gain,Muscular Fitness,,,,
8869,Female,34,1.7,46,15.92,Underweight,Weight Gain,Muscular Fitness,,,,
8873,Male,34,1.7,69,23.88,Normal,Weight Gain,Muscular Fitness,,,,
8877,Female,34,1.7,69,23.88,Normal,Weight Gain,Muscular Fitness,,,,
8881,Male,34,1.7,85,29.41,Overweight,Weight Loss,Cardio Fitness,,,,
8885,Female,34,1.7,85,29.41,Overweight,Weight Loss,Cardio Fitness,,,,
8890,Male,34,1.7,95,32.87,Obuse,Weight Loss,Cardio Fitness,,,,
8893,Female,34,1.7,95,32.87,Obuse,Weight Loss,Cardio Fitness,,,,
8897,Male,35,1.72,54,18.25,Underweight,Weight Gain,Muscular Fitness,,,,
8901,Female,35,1.72,54,18.25,Underweight,Weight Gain,Muscular Fitness,,,,
8905,Male,35,1.72,74,25.01,Overweight,Weight Loss,Cardio Fitness,,,,
8909,Female,35,1.72,74,25.01,Overweight,Weight Loss,Cardio Fitness,,,,
8913,Male,35,1.72,82,27.72,Overweight,Weight Loss,Cardio Fitness,,,,
8917,Female,35,1.72,82,27.72,Overweight,Weight Loss,Cardio Fitness,,,,
8921,Male,35,1.72,93,31.44,Obuse,Weight Loss,Cardio Fitness,,,,
8925,Female,35,1.72,93,31.44,Obuse,Weight Loss,Cardio Fitness,,,,
8929,Male,36,1.73,50.5,16.87,Underweight,Weight Gain,Muscular Fitness,,,,
8933,Female,36,1.73,50.5,16.87,Underweight,Weight Gain,Muscular Fitness,,,,
8937,Male,36,1.73,69.5,23.22,Normal,Weight Gain,Muscular Fitness,,,,
8941,Female,36,1.73,69.5,23.22,Normal,Weight Gain,Muscular Fitness,,,,
8945,Male,36,1.73,88.5,29.57,Overweight,Weight Loss,Cardio Fitness,,,,
8949,Female,36,1.73,88.5,29.57,Overweight,Weight Loss,Cardio Fitness,,,,
8953,Male,36,1.73,104,34.75,Obuse,Weight Loss,Cardio Fitness,,,,
8957,Female,36,1.73,104,34.75,Obuse,Weight Loss,Cardio Fitness,,,,
8961,Male,37,1.74,49,16.18,Underweight,Weight Gain,Muscular Fitness,,,,
8965,Female,37,1.74,49,16.18,Underweight,Weight Gain,Muscular Fitness,,,,
8969,Male,37,1.74,61,20.15,Normal,Weight Gain,Muscular Fitness,,,,
8973,Female,37,1.74,61,20.15,Normal,Weight Gain,Muscular Fitness,,,,
8977,Male,37,1.74,87,28.74,Overweight,Weight Loss,Cardio Fitness,,,,
8981,Female,37,1.74,87,28.74,Overweight,Weight Loss,Cardio Fitness,,,,
8985,Male,37,1.74,96,31.71,Obuse,Weight Loss,Cardio Fitness,,,,
8989,Female,37,1.74,96,31.71,Obuse,Weight Loss,Cardio Fitness,,,,
8993,Male,38,1.75,47,15.35,Underweight,Weight Gain,Muscular Fitness,,,,
8997,Female,38,1.75,47,15.35,Underweight,Weight Gain,Muscular Fitness,,,,
9001,Male,38,1.75,67,21.88,Normal,Weight Gain,Muscular Fitness,,,,
9005,Female,38,1.75,67,21.88,Normal,Weight Gain,Muscular Fitness,,,,
9009,Male,38,1.75,83,27.1,Overweight,Weight Loss,Cardio Fitness,,,,
9013,Female,38,1.75,83,27.1,Overweight,Weight Loss,Cardio Fitness,,,,
9017,Male,38,1.75,100,32.65,Obuse,Weight Loss,Cardio Fitness,,,,
9021,Female,38,1.75,100,32.65,Obuse,Weight Loss,Cardio Fitness,,,,
9025,Male,39,1.76,49,15.82,Underweight,Weight Gain,Muscular Fitness,,,,
9029,Female,39,1.76,49,15.82,Underweight,Weight Gain,Muscular Fitness,,,,
9033,Male,39,1.76,68,21.95,Normal,Weight Gain,Muscular Fitness,,,,
9037,Female,39,1.76,68,21.95,Normal,Weight Gain,Muscular Fitness,,,,
9041,Male,39,1.76,87,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
9045,Female,39,1.76,87,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
9049,Male,39,1.76,103,33.25,Obuse,Weight Loss,Cardio Fitness,,,,
9053,Female,39,1.76,103,33.25,Obuse,Weight Loss,Cardio Fitness,,,,
9057,Male,40,1.77,46.5,14.84,Underweight,Weight Gain,Muscular Fitness,,,,
9061,Female,40,1.77,46.5,14.84,Underweight,Weight Gain,Muscular Fitness,,,,
9065,Male,40,1.77,66.5,21.23,Normal,Weight Gain,Muscular Fitness,,,,
9069,Female,40,1.77,66.5,21.23,Normal,Weight Gain,Muscular Fitness,,,,
9073,Male,40,1.77,86,27.45,Overweight,Weight Loss,Cardio Fitness,,,,
9077,Female,40,1.77,86,27.45,Overweight,Weight Loss,Cardio Fitness,,,,
9081,Male,40,1.77,106,33.83,Obuse,Weight Loss,Cardio Fitness,,,,
9085,Female,40,1.77,106,33.83,Obuse,Weight Loss,Cardio Fitness,,,,
9089,Male,41,1.76,45.5,14.69,Underweight,Weight Gain,Muscular Fitness,,,,
9093,Female,41,1.76,45.5,14.69,Underweight,Weight Gain,Muscular Fitness,,,,
9097,Male,41,1.76,63.5,20.5,Normal,Weight Gain,Muscular Fitness,,,,
9101,Female,41,1.76,63.5,20.5,Normal,Weight Gain,Muscular Fitness,,,,
9105,Male,41,1.76,87,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
9109,Female,41,1.76,87,28.09,Overweight,Weight Loss,Cardio Fitness,,,,
9113,Male,41,1.76,107,34.54,Obuse,Weight Loss,Cardio Fitness,,,,
9117,Female,41,1.76,107,34.54,Obuse,Weight Loss,Cardio Fitness,,,,
9121,Male,42,1.77,46,14.68,Underweight,Weight Gain,Muscular Fitness,,,,
9125,Female,42,1.77,46,14.68,Underweight,Weight Gain,Muscular Fitness,,,,
9129,Male,42,1.77,65,20.75,Normal,Weight Gain,Muscular Fitness,,,,
9133,Female,42,1.77,65,20.75,Normal,Weight Gain,Muscular Fitness,,,,
9137,Male,42,1.77,89,28.41,Overweight,Weight Loss,Cardio Fitness,,,,
9141,Female,42,1.77,89,28.41,Overweight,Weight Loss,Cardio Fitness,,,,
9145,Male,42,1.77,120,38.3,Obuse,Weight Loss,Cardio Fitness,,,,
9149,Female,42,1.77,120,38.3,Obuse,Weight Loss,Cardio Fitness,,,,
9153,Male,43,1.79,40,12.48,Underweight,Weight Gain,Muscular Fitness,,,,
9157,Female,43,1.79,40,12.48,Underweight,Weight Gain,Muscular Fitness,,,,
9161,Male,43,1.79,64,19.97,Normal,Weight Gain,Muscular Fitness,,,,
9165,Female,43,1.79,64,19.97,Normal,Weight Gain,Muscular Fitness,,,,
9169,Male,43,1.79,87,27.15,Overweight,Weight Loss,Cardio Fitness,,,,
9173,Female,43,1.79,87,27.15,Overweight,Weight Loss,Cardio Fitness,,,,
9177,Male,43,1.79,108,33.71,Obuse,Weight Loss,Cardio Fitness,,,,
9181,Female,43,1.79,108,33.71,Obuse,Weight Loss,Cardio Fitness,,,,
9185,Male,44,1.8,50,15.43,Underweight,Weight Gain,Muscular Fitness,,,,
9189,Female,44,1.8,50,15.43,Underweight,Weight Gain,Muscular Fitness,,,,
9193,Male,44,1.8,65,20.06,Normal,Weight Gain,Muscular Fitness,,,,
9197,Female,44,1.8,65,20.06,Normal,Weight Gain,Muscular Fitness,,,,
9201,Male,44,1.8,82,25.31,Overweight,Weight Loss,Cardio Fitness,,,,
9205,Female,44,1.8,82,25.31,Overweight,Weight Loss,Cardio Fitness,,,,
9209,Male,44,1.8,100,30.86,Obuse,Weight Loss,Cardio Fitness,,,,
9213,Female,44,1.8,100,30.86,Obuse,Weight Loss,Cardio Fitness,,,,
9217,Male,45,1.82,44.5,13.43,Underweight,Weight Gain,Muscular Fitness,,,,
9221,Female,45,1.82,44.5,13.43,Underweight,Weight Gain,Muscular Fitness,,,,
9225,Male,45,1.82,67,20.23,Normal,Weight Gain,Muscular Fitness,,,,
9229,Female,45,1.82,67,20.23,Normal,Weight Gain,Muscular Fitness,,,,
9233,Male,45,1.82,86,25.96,Overweight,Weight Loss,Cardio Fitness,,,,
9237,Female,45,1.82,86,25.96,Overweight,Weight Loss,Cardio Fitness,,,,
9241,Male,45,1.82,110,33.21,Obuse,Weight Loss,Cardio Fitness,,,,
9245,Female,45,1.82,110,33.21,Obuse,Weight Loss,Cardio Fitness,,,,
9249,Male,46,1.83,46,13.74,Underweight,Weight Gain,Muscular Fitness,,,,
9257,Male,46,1.83,67,20.01,Normal,Weight Gain,Muscular Fitness,,,,
9265,Male,46,1.83,89,26.58,Overweight,Weight Loss,Cardio Fitness,,,,
9273,Male,46,1.83,120,35.83,Obuse,Weight Loss,Cardio Fitness,,,,
9281,Male,47,1.84,48,14.18,Underweight,Weight Gain,Muscular Fitness,,,,
9289,Male,47,1.84,70,20.68,Normal,Weight Gain,Muscular Fitness,,,,
9297,Male,47,1.84,93,27.47,Overweight,Weight Loss,Cardio Fitness,,,,
9305,Male,47,1.84,112,33.08,Obuse,Weight Loss,Cardio Fitness,,,,
9313,Male,48,1.85,49.5,14.46,Underweight,Weight Gain,Muscular Fitness,,,,
9319,Male,48,1.85,70,20.45,Normal,Weight Gain,Muscular Fitness,,,,
9329,Male,48,1.85,86,25.13,Overweight,Weight Loss,Cardio Fitness,,,,
9337,Male,48,1.85,109,31.85,Obuse,Weight Loss,Cardio Fitness,,,,
9345,Male,49,1.86,50,14.45,Underweight,Weight Gain,Muscular Fitness,,,,
9353,Male,49,1.86,76,21.97,Normal,Weight Gain,Muscular Fitness,,,,
9361,Male,49,1.86,88,25.44,Overweight,Weight Loss,Cardio Fitness,,,,
9369,Male,49,1.86,106,30.64,Obuse,Weight Loss,Cardio Fitness,,,,
9377,Male,50,1.87,50,14.3,Underweight,Weight Gain,Muscular Fitness,,,,
9385,Male,50,1.87,76,21.73,Normal,Weight Gain,Muscular Fitness,,,,
9393,Male,50,1.87,99,28.31,Overweight,Weight Loss,Cardio Fitness,,,,
9401,Male,50,1.87,115,32.89,Obuse,Weight Loss,Cardio Fitness,,,,
9409,Male,51,1.88,60,16.98,Underweight,Weight Gain,Muscular Fitness,,,,
9417,Male,51,1.88,69,19.52,Normal,Weight Gain,Muscular Fitness,,,,
9425,Male,51,1.88,99,28.01,Overweight,Weight Loss,Cardio Fitness,,,,
9433,Male,51,1.88,120,33.95,Obuse,Weight Loss,Cardio Fitness,,,,
9441,Male,52,1.5,38,16.89,Underweight,Weight Gain,Muscular Fitness,,,,
9449,Male,52,1.5,51.5,22.89,Normal,Weight Gain,Muscular Fitness,,,,
9457,Male,52,1.5,62.2,27.64,Overweight,Weight Loss,Cardio Fitness,,,,
9465,Male,52,1.5,75,33.33,Obuse,Weight Loss,Cardio Fitness,,,,
9473,Male,53,1.51,35,15.35,Underweight,Weight Gain,Muscular Fitness,,,,
9481,Male,53,1.51,45,19.74,Normal,Weight Gain,Muscular Fitness,,,,
9489,Male,53,1.51,62,27.19,Overweight,Weight Loss,Cardio Fitness,,,,
9497,Male,53,1.51,87,38.16,Obuse,Weight Loss,Cardio Fitness,,,,
9505,Male,54,1.53,36,15.38,Underweight,Weight Gain,Muscular Fitness,,,,
9513,Male,54,1.53,56.5,24.14,Normal,Weight Gain,Muscular Fitness,,,,
9521,Male,54,1.53,67.5,28.84,Overweight,Weight Loss,Cardio Fitness,,,,
9529,Male,54,1.53,83.5,35.67,Obuse,Weight Loss,Cardio Fitness,,,,
9537,Male,55,1.54,38,16.02,Underweight,Weight Gain,Muscular Fitness,,,,
9545,Male,55,1.54,56,23.61,Normal,Weight Gain,Muscular Fitness,,,,
9553,Male,55,1.54,65,27.41,Overweight,Weight Loss,Cardio Fitness,,,,
9561,Male,55,1.54,83,35,Obuse,Weight Loss,Cardio Fitness,,,,
9569,Male,56,1.55,39,16.23,Underweight,Weight Gain,Muscular Fitness,,,,
9576,Male,56,1.55,59,24.56,Normal,Weight Gain,Muscular Fitness,,,,
9585,Male,56,1.55,66,27.47,Overweight,Weight Loss,Cardio Fitness,,,,
9593,Male,56,1.55,78,32.47,Obuse,Weight Loss,Cardio Fitness,,,,
9601,Male,57,1.56,32,13.15,Underweight,Weight Gain,Muscular Fitness,,,,
9609,Male,57,1.56,59,24.24,Normal,Weight Gain,Muscular Fitness,,,,
9617,Male,57,1.56,63,25.89,Overweight,Weight Loss,Cardio Fitness,,,,
9625,Male,57,1.56,84,34.52,Obuse,Weight Loss,Cardio Fitness,,,,
